PU_ID,pcd,oseast1m,osnrth1m,msoa01,lat,long,closest_Supermarket,mean_closest_3_Supermarket,mean_closest_5_Supermarket,Supermarket_count400m,Supermarket_count800m,Supermarket_count1km,Supermarket_count1.6km,Supermarket_count2km
2771,BD127WW,416163,431758,E02002230,53.781901,-1.756191,0.2229910312097776,0.8206037685517749,1.0429683022784588,1,1,2,5,6
2772,BD127WX,416160,431756,E02002230,53.781884,-1.756237,0.22020445045457188,0.8193751936211664,1.042287469572338,1,1,2,5,6
2773,BD127WY,416160,431756,E02002230,53.781884,-1.756237,0.22020445045457188,0.8193751936211664,1.042287469572338,1,1,2,5,6
2774,BD127WZ,417772,428270,E02002239,53.7505,-1.731973,NA,NA,NA,NA,NA,NA,NA,NA
2775,BD127YU,416500,431800,E02002230,53.782268,-1.751075,0.5593943153089778,1.0404614253600126,1.1830673674062706,0,1,1,5,7
2776,BD127YX,416500,431800,E02002230,53.782268,-1.751075,0.5593943153089778,1.0404614253600126,1.1830673674062706,0,1,1,5,7
2777,BD127YY,416500,431800,E02002230,53.782268,-1.751075,0.5593943153089778,1.0404614253600126,1.1830673674062706,0,1,1,5,7
2778,BD127YZ,416700,427900,E02002242,53.747209,-1.748249,1.5660922705894438,1.71075177025711,1.71075177025711,0,0,0,1,3
2779,BD128AA,415394,427356,E02002243,53.742375,-1.768082,0.4964055297838411,1.3446756760999412,1.3446756760999412,0,1,1,1,3
2780,BD128AB,415378,427382,E02002243,53.742594,-1.76832,0.5238542259063816,1.356094098410345,1.356094098410345,0,1,1,1,3
2781,BD128AD,415433,427441,E02002243,53.743123,-1.767484,0.5796093943337814,1.3562180831222708,1.3562180831222708,0,1,1,1,3
2782,BD128AE,415394,427425,E02002243,53.74298,-1.768076,0.5651851466554767,1.3624547906319762,1.3624547906319762,0,1,1,1,3
2783,BD128AF,415400,427400,E02002243,53.742755,-1.767986,0.5398218687678131,1.3542537186440728,1.3542537186440728,0,1,1,1,3
