name,pointx_class,feature_easting,feature_northing,street_name,locality,geographic_county,postcode,admin_boundary,brand,FEATClass
La Pizzeria,1020043,478643.3,471832.7,Wheelgate,Malton,North Yorkshire,YO17 7HT,Ryedale District,,Restaurants
Sid's Cafe,1020013,414276,408163,,Holmfirth,West Yorkshire,HD9 1HA,Kirklees District,,Cafes
Wood Fire Dine Artisan Pizzeria,1020043,434558,428151,Rothwell,Leeds,West Yorkshire,LS26 0AW,Leeds District,,Restaurants
Yard & Coop,1020043,384417,398627,Edge Street,Manchester,Greater Manchester,M4 1HN,Manchester District,,Restaurants
Taco Bell,1020018,384058,398555,Market Street,Manchester,Greater Manchester,M4 3AQ,Manchester District,,Takeaways
Joe & the Juice,1020013,384261,398416,Market Street,Manchester,Greater Manchester,M60 1TA,Manchester District,,Cafes
Littlemoor Market,9470699,394310,405797,Littlemoor Lane,Oldham,Greater Manchester,OL4 2RT,Oldham District,,Convenience Stores
Gelato Passion,1020043,383774,401943,Bury Old Road,Manchester,Greater Manchester,M8 5BN,Manchester District,,Restaurants
Ed's Easy Diner,1020043,384261,398416,Market Street,Manchester,Greater Manchester,M60 1TA,Manchester District,Ed's Easy Diner,Restaurants
The Co-operative,9470819,430411,456728,Skipton Road,Harrogate,North Yorkshire,HG1 4PS,Harrogate District,The Co-operative,Supermarkets
Cafe Rita,1020013,430378,455627,Bower Road,Harrogate,North Yorkshire,HG1 1BE,Harrogate District,,Cafes
Chicos Pizza,1020018,437091.2,405628.7,Doncaster Road,Barnsley,South Yorkshire,S70 3PY,Barnsley District,,Takeaways
Debenhams Restaurant,1020043,430060,455420,Parliament Street,Harrogate,North Yorkshire,HG1 2RQ,Harrogate District,Debenhams Plc,Restaurants
L M D C Espresso Bar,1020013,430194,455184,John Street,Harrogate,North Yorkshire,HG1 1JZ,Harrogate District,,Cafes
Dee's Bake N Butty,1020018,390600,404568,Denton Lane,"Chadderton, Oldham",Greater Manchester,OL9 9DG,Oldham District,,Takeaways
Debenhams Restaurant,1020043,392486,404946,George Street,Oldham,Greater Manchester,OL1 1HE,Oldham District,Debenhams Plc,Restaurants
Vapour Worx,9470699,439681,466750,High Street,"Boroughbridge, York",North Yorkshire,YO51 9AW,Harrogate District,,Convenience Stores
Asda Stores Ltd,9470819,383972.2,433282.6,Princess Way,Burnley,Lancashire,BB12 0EQ,Burnley District,Asda,Supermarkets
Sainsbury's,9470819,406355,441426,Cavendish Street,Keighley,West Yorkshire,BD21 3RU,Bradford District,Sainsbury's,Supermarkets
The Tea Cup Cafe,1020013,391143,399019,Moorside Street,"Droylsden, Manchester",Greater Manchester,M43 7HQ,Tameside District,,Cafes
Londis,9470699,433700.2,417191.7,Barnsley Road,Wakefield,West Yorkshire,WF2 6BH,Wakefield District,Londis,Convenience Stores
Anchor Inn,1020034,439428.2,467166.7,,"Boroughbridge, York",North Yorkshire,YO51 9BP,Harrogate District,,Restaurants
Spar Store,9470699,406461,442084,Hard Ings Road,Keighley,West Yorkshire,BD21 3NB,Bradford District,Spar,Convenience Stores
M & S Simply Food,9470699,466796,411097,M18 Motorway,"Thorne, Doncaster",South Yorkshire,DN8 5GS,Doncaster District,M & S,Convenience Stores
Clayton's Herbalist,9470672,447398.7,399848.6,Bank Street,Mexborough,South Yorkshire,S64 9LG,Doncaster District,,Speciality Outlets
Blackley Service Station,9470699,385858.4,403107.1,,Manchester,Greater Manchester,M9 7EP,Manchester District,,Convenience Stores
Sainsbury's,9470819,383682.6,432712.2,Active Way,Burnley,Lancashire,BB11 1BS,Burnley District,Sainsbury's,Supermarkets
Eastern Foods,9470699,432046.7,435997.2,Roundhay Road,Leeds,West Yorkshire,LS8 4HT,Leeds District,,Convenience Stores
Hartley's,1020020,423461.5,437382,New Road Side,"Horsforth, Leeds",West Yorkshire,LS18 4DR,Leeds District,,Takeaways
The Pavilion 2,1020043,388639.8,413775.6,Spotland Road,Rochdale,Greater Manchester,OL12 7AG,Rochdale District,,Restaurants
Gihan Store,9470669,432305,434987.6,Harehills Lane,Leeds,West Yorkshire,LS9 7BD,Leeds District,,Speciality Outlets
Kadel Enterprises,9470667,386962,401673.6,Tulketh Industrial Estate,Manchester,Greater Manchester,M40 9LY,Manchester District,,Speciality Outlets
Zest Bar & Grill,1020043,457552.5,403290.1,High Street,Doncaster,South Yorkshire,DN1 1DW,Doncaster District,,Restaurants
Charlottes Jersey Ice Cream Ltd,1020018,421753.4,417645.8,Whitley Road,"Whitley, Dewsbury",West Yorkshire,WF12 0NQ,Kirklees District,,Takeaways
Thomas Dawes & Son,9470661,431031.1,430695.2,Belle Isle Road,Leeds,West Yorkshire,LS10 2DH,Leeds District,,Takeaways
Mango Vegetarian Ltd,1020043,440408.1,448259.8,Bank Street,Wetherby,West Yorkshire,LS22 6NQ,Leeds District,,Restaurants
Raynville Superstore,9470699,425680.5,435084.6,Raynville Road,Leeds,West Yorkshire,LS12 2TF,Leeds District,,Convenience Stores
Asda Stores Ltd,9470819,406542.2,441425.8,Bingley Street,Keighley,West Yorkshire,BD21 3ER,Bradford District,Asda,Supermarkets
Nice Icing,7400524,464652.9,424240.8,Low Street,"Carlton, Goole",North Yorkshire,DN14 9PJ,Selby District,,Speciality Outlets
McDonald's Restaurant,1020018,419557,441539,Leeds Road,"Guiseley, Leeds",West Yorkshire,LS20 9NE,Leeds District,McDonald's,Takeaways
Balti Palace,1020043,439832.6,403147.3,High Street,"Wombwell, Barnsley",South Yorkshire,S73 8HS,Barnsley District,,Restaurants
Malton Relish Ltd,9470665,478605.1,471804.8,Market Place,Malton,North Yorkshire,YO17 7LW,Ryedale District,,Speciality Outlets
Subway,1020018,414327,433478,Ingleby Road,Bradford,West Yorkshire,BD8 9AP,Bradford District,Subway,Takeaways
Le D2 Restaurant,1020043,430337.8,455636,Bower Road,Harrogate,North Yorkshire,HG1 1BB,Harrogate District,,Restaurants
Buca Di Pizza,1020043,430390,437024,5 Stainbeck Lane,Leeds,West Yorkshire,LS7 3PJ,Leeds District,,Restaurants
Meat Hut,9470662,415140.5,431101.5,Little Horton Lane,Bradford,West Yorkshire,BD5 9EH,Bradford District,,Speciality Outlets
The Tannin Level Bar & Bistro,1020043,430281.4,455083,Raglan Street,Harrogate,North Yorkshire,HG1 1LE,Harrogate District,,Restaurants
The Old George Inn,1020034,463052,416968.5,Broad Lane,"Sykehouse, Goole",South Yorkshire,DN14 9AU,Doncaster District,,Restaurants
Shell Select,9470699,413175,417269,Westbourne Road,Huddersfield,West Yorkshire,HD1 4LE,Kirklees District,Shell,Convenience Stores
St Annes Service Station,9470699,390103.5,397343.4,Ashton Old Road,Manchester,Greater Manchester,M11 1GR,Manchester District,,Convenience Stores
Divino,1020043,426958.1,439913,Otley Road,Leeds,West Yorkshire,LS16 7NR,Leeds District,,Restaurants
Deli 29,9470665,405645.8,441561.3,Belgrave Road,Keighley,West Yorkshire,BD21 2HL,Bradford District,,Speciality Outlets
Billys Chippy,1020020,385804.4,400423.9,Queens Road,Manchester,Greater Manchester,M40 8RE,Manchester District,,Takeaways
Mamma Napoli,1020043,412444.3,425477.4,Halifax Road,Halifax,West Yorkshire,HX3 8EW,Calderdale District,,Restaurants
Rustica Cafe,1020013,384492.7,398543.6,Hilton Street,Manchester,Greater Manchester,M4 1LP,Manchester District,,Cafes
The Walnut Tree,1020034,462065,452748,Heworth Village,York,North Yorkshire,YO31 1AN,York,,Restaurants
The Pit Stop,1020018,430656.2,431535.6,Hillidge Road,Leeds,West Yorkshire,LS10 1BZ,Leeds District,,Takeaways
The Kings Head,1020034,468798,428664.1,High Street,"Barmby-on-the-Marsh, Goole",East Riding of Yorkshire,DN14 7HT,East Riding of Yorkshire,,Restaurants
Dysarts Arms,1020034,398449.1,403431.3,Huddersfield Road,"Mossley, Ashton-under-Lyne",Greater Manchester,OL5 9BT,Tameside District,,Restaurants
Wheatley Stores,9470699,407236.7,426594.9,Meadow Lane,Halifax,West Yorkshire,HX3 5JR,Calderdale District,,Convenience Stores
Karamdad Foodstore,9470662,415332.3,434396.8,Carlisle Road,Bradford,West Yorkshire,BD8 8AD,Bradford District,,Speciality Outlets
Big Dans Butties,1020013,393000.1,398337.8,Stockport Road,Ashton-under-Lyne,Greater Manchester,OL7 0LD,Tameside District,,Cafes
Cafe West Healthy Living Centre,1020013,411931.2,433868.3,Wanstead Crescent,"Allerton, Bradford",West Yorkshire,BD15 7PA,Bradford District,,Cafes
Mirage News & Tobacconist,9470699,383858.6,398255.8,Cross Street,Manchester,Greater Manchester,M2 4JE,Manchester District,,Convenience Stores
Julio's Italian Restaurant,1020043,409298.2,425244.8,Princess Street,Halifax,West Yorkshire,HX1 1TS,Calderdale District,,Restaurants
The Half Moon Inn,1020034,478162.2,461660.7,,"Acklam, Malton",North Yorkshire,YO17 9RG,Ryedale District,,Restaurants
The Dove Inn,1020034,435081,405936.8,Doncaster Road,Barnsley,South Yorkshire,S70 1TP,Barnsley District,,Restaurants
Lisa's Cafe & Bistro,1020013,434586.6,423757.2,Lime Pit Lane,"Stanley, Wakefield",West Yorkshire,WF3 4DF,Wakefield District,,Cafes
Harrops,9470661,389593,401024,Dunkerley Avenue,"Failsworth, Manchester",Greater Manchester,M35 0EB,Oldham District,,Takeaways
Alfie's Butty Shop,1020019,384041.4,432507.5,Bull Street,Burnley,Lancashire,BB11 1DW,Burnley District,,
Pizza Express,1020043,443535.6,423951.3,Colorado Way,Castleford,West Yorkshire,WF10 4TA,Wakefield District,Pizza Express,Restaurants
Salts Bar Ltd,1020034,413575,438202,Victoria Road,Shipley,West Yorkshire,BD18 3LA,Bradford District,,Restaurants
Wagamama,1020043,428175,429139,Dewsbury Road,Morley,West Yorkshire,LS11 8LU,Leeds District,Wagamama,Restaurants
The Bay Horse,1020034,459758.8,452130.9,Marygate,York,North Yorkshire,YO30 7BH,York,,Restaurants
Hideaway Kitchen,1020043,443993,464805,Lower Dunsforth,York,North Yorkshire,YO26 9SA,Harrogate District,,Restaurants
M & S Simply Food,9470699,461513,451313,Lawrence Street,York,North Yorkshire,YO10 3EB,York,M & S,Convenience Stores
Madni News & Paypoint,9470699,418574.5,433368.5,Killinghall Road,Bradford,West Yorkshire,BD3 8HN,Bradford District,,Convenience Stores
Shining Star,9470699,383331.1,399624.5,Overbridge Road,Salford,Greater Manchester,M7 1SL,Salford District,,Convenience Stores
W M Morrisons Plc,9470819,456440,404332,York Road,Doncaster,South Yorkshire,DN5 8XG,Doncaster District,Morrisons,Supermarkets
N & J,9470669,417050.4,432582.9,Essex Street,Bradford,West Yorkshire,BD4 7PQ,Bradford District,,Speciality Outlets
Pattisons Family Butchers,9470662,397406.1,401902.2,Manchester Road,"Mossley, Ashton-under-Lyne",Greater Manchester,OL5 9AB,Tameside District,,Speciality Outlets
Newhey Quality Butchers,9470662,393634,411488,Shaw Road,"Newhey, Rochdale",Greater Manchester,OL16 4LU,Rochdale District,,Speciality Outlets
Greggs,9470661,431224.6,471330.6,Market Place North,Ripon,North Yorkshire,HG4 1BW,Harrogate District,Greggs,Takeaways
R M A News,9470699,395144.9,407911.1,Coleridge Road,Oldham,Greater Manchester,OL1 4RJ,Oldham District,,Convenience Stores
Sainsbury's,9470819,436688.1,411738.9,Royston,Barnsley,South Yorkshire,S71 4PX,Barnsley District,Sainsbury's,Supermarkets
A & Z Dadipatel Food Store,9470699,424061,423577.6,Banks Street,Batley,West Yorkshire,WF17 7NR,Kirklees District,,Convenience Stores
F R Fowler & Son Burnholme Fisheries,9470666,462282,452456.9,Gerard Avenue,York,North Yorkshire,YO31 0QT,York,,Speciality Outlets
Bengal Brasserie,1020043,393941.3,409170.5,Milnrow Road,"Shaw, Oldham",Greater Manchester,OL2 8AP,Oldham District,,Restaurants
Desi Khana,1020043,431369.3,435052.2,Roundhay Road,Leeds,West Yorkshire,LS8 5NA,Leeds District,,Restaurants
Cinnamon Restaurant,1020043,420791.8,441150,High Street,"Yeadon, Leeds",West Yorkshire,LS19 7SP,Leeds District,,Restaurants
Taste the Dream,7400524,424685.6,438377.2,St. James Terrace,"Horsforth, Leeds",West Yorkshire,LS18 5QT,Leeds District,,Speciality Outlets
Holt's Fish & Chips,1020020,385981.4,438342.3,Scotland Road,Nelson,Lancashire,BB9 7XT,Pendle District,,Takeaways
Slaters Ices,1020018,385945.6,438083.2,Cross Street,Nelson,Lancashire,BB9 7NQ,Pendle District,,Takeaways
Ruchi,1020043,389781.1,414206.7,Whitworth Road,Rochdale,Greater Manchester,OL12 0RD,Rochdale District,,Restaurants
Farmhouse Biscuits,7400524,386476.1,437589.7,Brook Street,Nelson,Lancashire,BB9 9PX,Pendle District,,Speciality Outlets
Taste of China,1020018,414194.4,435521.1,Highgate,Bradford,West Yorkshire,BD9 4BB,Bradford District,,Takeaways
Toast,1020034,429524,433392,Wellington Street,Leeds,West Yorkshire,LS1 4JY,Leeds District,,Restaurants
Teasdale Bakers,9470661,454346.2,409909.4,High Street,"Carcroft, Doncaster",South Yorkshire,DN6 8DN,Doncaster District,,Takeaways
Olivers Sandwich Bar,1020018,432258.8,421167.7,Silcoates Street,Wakefield,West Yorkshire,WF2 0DU,Wakefield District,,Takeaways
S An J Dorsey Butchers,9470662,409377,425118,Borough Market,Halifax,West Yorkshire,HX1 1DY,Calderdale District,,Speciality Outlets
The Fudge Factory,7400524,388750,418912.7,Millfold,"Whitworth, Rochdale",Lancashire,OL12 8DN,Rossendale District,,Speciality Outlets
Woodends of Adel,9470662,426956.5,439891.7,Otley Road,Leeds,West Yorkshire,LS16 7NR,Leeds District,,Speciality Outlets
Harry's Fish Bar,1020020,464984.9,408034.1,High Street,"Dunsville, Doncaster",South Yorkshire,DN7 4BP,Doncaster District,,Takeaways
Mr Fish,1020020,427530.4,434574.9,Kirkstall Road,Leeds,West Yorkshire,LS4 2HQ,Leeds District,,Takeaways
Wiltshire Farm Foods,1020019,448673.3,456971.7,Pool Lane,"Nun Monkton, York",North Yorkshire,YO26 8EH,Harrogate District,Wiltshire Farm Foods,
Real Lancashire Eccles Cakes,7400524,385581.8,396999.1,Hyde Road,Manchester,Greater Manchester,M12 6BH,Manchester District,,Speciality Outlets
Deli Foods,9470667,386703.8,410055.6,Phoenix Close,Heywood,Greater Manchester,OL10 2JG,Rochdale District,,Speciality Outlets
John Street Bakery,9470661,393486.6,398577.9,Hill Street,Ashton-under-Lyne,Greater Manchester,OL7 0PZ,Tameside District,,Takeaways
La Stazione,1020013,411793,447627,Station Road,Ilkley,West Yorkshire,LS29 8HF,Bradford District,,Cafes
Mr T's Kitchen,1020018,390336.7,403157.1,Drury Lane,"Chadderton, Oldham",Greater Manchester,OL9 8EU,Oldham District,,Takeaways
Kc's Sandwich Post,1020018,391767.4,415541.2,Halifax Road,Rochdale,Greater Manchester,OL12 9PY,Rochdale District,,Takeaways
Toms Traditional,1020020,455406.9,405436,Crossland Way,Doncaster,South Yorkshire,DN5 9EX,Doncaster District,,Takeaways
Wonderfood,1020018,432929.3,456067.9,Camwal Terrace,Harrogate,North Yorkshire,HG1 4PZ,Harrogate District,,Takeaways
Chicken Stop,1020018,446637.6,411059.1,Barnsley Road,"South Elmsall, Pontefract",West Yorkshire,WF9 2AE,Wakefield District,,Takeaways
Graveleys Fish & Chips,1020020,428287.2,431214.1,Elland Road,Leeds,West Yorkshire,LS11 8TU,Leeds District,,Takeaways
The Plaice on Hill Chip Shop,1020020,386645.7,437734.1,Larch Street,Nelson,Lancashire,BB9 9RH,Pendle District,,Takeaways
Wyke Fish Bar,1020020,415265.9,427852,Huddersfield Road,"Wyke, Bradford",West Yorkshire,BD12 8BT,Bradford District,,Takeaways
Fish King,1020020,457176.8,399629,Plantation Road,"Balby, Doncaster",South Yorkshire,DN4 8RT,Doncaster District,,Takeaways
Masala Takeaway,1020018,429590.7,456793.6,Ripon Road,Harrogate,North Yorkshire,HG1 2BY,Harrogate District,,Takeaways
The New China Wok,1020018,430391.6,428154.4,Middleton Park Road,Leeds,West Yorkshire,LS10 3ST,Leeds District,,Takeaways
Yummy House,1020018,414218.3,437337.4,Bradford Road,Shipley,West Yorkshire,BD18 3NT,Bradford District,,Takeaways
Tuminoise,1020018,456447,406834.9,Askern Road,"Bentley, Doncaster",South Yorkshire,DN5 0JW,Doncaster District,,Takeaways
Piccolino,1020043,411670.8,447737.1,Brook Street,Ilkley,West Yorkshire,LS29 8AG,Bradford District,Piccolino,Restaurants
Moonlight Ice Cream,1020018,415080.4,432368.3,Great Horton Road,Bradford,West Yorkshire,BD7 1RP,Bradford District,,Takeaways
Classy Cakes,7400524,393611.9,416341.7,Church Street,Littleborough,Greater Manchester,OL15 8AU,Rochdale District,,Speciality Outlets
Frankie & Benny's,1020043,437220.7,405572.9,Doncaster Road,Barnsley,South Yorkshire,S70 3PE,Barnsley District,Frankie & Benny's,Restaurants
U S A Fried Chicken,1020018,388120.7,400469,Old Church Street,Manchester,Greater Manchester,M40 2JF,Manchester District,U S A Fried Chicken,Takeaways
McCanns Sandwich Office,1020018,414110.7,423189.9,Waterloo Road,Brighouse,West Yorkshire,HD6 2AN,Calderdale District,,Takeaways
Clayton Cafe,1020013,388937.2,398265.4,Ashton New Road,Manchester,Greater Manchester,M11 4PE,Manchester District,,Cafes
Pizzeria Napoli,1020018,411777.4,418187.4,Lidget Street,Huddersfield,West Yorkshire,HD3 3JB,Kirklees District,,Takeaways
Pontefract Bakery Products,9470661,445016.2,421715.6,King Street,Pontefract,West Yorkshire,WF8 4AH,Wakefield District,,Takeaways
Pecan Deluxe Candy Europe Ltd,7400524,450805.9,433426.8,Lincoln Way,"Sherburn in Elmet, Leeds",North Yorkshire,LS25 6PJ,Selby District,,Speciality Outlets
San Marco Products Ltd,7400524,385151.5,398922.4,Poland Street,Manchester,Greater Manchester,M4 6BN,Manchester District,,Speciality Outlets
J Kellett Foods Ltd,9470667,427181.8,426595.6,Topcliffe Lane,"Morley, Leeds",West Yorkshire,LS27 0HW,Leeds District,,Speciality Outlets
La Fiesta,1020043,461806.3,405007.2,Doncaster Road,"Armthorpe, Doncaster",South Yorkshire,DN3 2BU,Doncaster District,,Restaurants
Pat's Cafe,1020013,384884.7,432243.6,Lyndhurst Road,Burnley,Lancashire,BB10 4EG,Burnley District,,Cafes
Tony's Stadium Chippy,1020020,387011.4,398266.2,Grey Mare Lane,Manchester,Greater Manchester,M11 3DQ,Manchester District,,Takeaways
Cakes by Michelle,7400524,434669.3,419266.4,Agbrigg Road,Wakefield,West Yorkshire,WF1 5BU,Wakefield District,,Speciality Outlets
The Square Cafe Bar,1020013,393760.1,416385.8,Church Street,Littleborough,Greater Manchester,OL15 9AA,Rochdale District,,Cafes
Revolution Bar,1020034,429896.1,434044.6,Cookridge Street,Leeds,West Yorkshire,LS2 3AW,Leeds District,Revolution,Restaurants
Wild Bean Cafe,1020013,456329.4,453221,Boroughbridge Road,"Upper Poppleton, York",North Yorkshire,YO26 6QD,York,Wild Bean Cafe,Cafes
Mars Care & Treats,7400524,423171,427462,Oakwell Way,"Birstall, Batley",West Yorkshire,WF17 9LU,Kirklees District,,Speciality Outlets
Tusk,1020034,384336,398636,High Street,Manchester,Greater Manchester,M4 1ES,Manchester District,,Restaurants
M & S Simply Food,9470699,458101,448332,Tadcaster Road,York,North Yorkshire,YO23 2UB,York,M & S,Convenience Stores
Crumbs,1020018,393847.4,398182.3,King Street,Dukinfield,Greater Manchester,SK16 4NQ,Tameside District,,Takeaways
Just Desserts,9470661,414917.4,437391.1,Station Road,Shipley,West Yorkshire,BD18 2JL,Bradford District,,Takeaways
Hartleys,9470667,466395.3,440909.6,,"Thorganby, York",North Yorkshire,YO19 6DJ,Selby District,,Speciality Outlets
Lancashire Halal Meat Centre,9470662,384523.8,433922.2,Colne Road,Burnley,Lancashire,BB10 1DT,Burnley District,,Speciality Outlets
E V Slack & Sons,9470662,457081.3,396970.6,Carr Lane,"Wadworth, Doncaster",South Yorkshire,DN11 9AS,Doncaster District,,Speciality Outlets
Hughes Family Bakers,7400524,413190.2,438102.8,Hirst Lane,Shipley,West Yorkshire,BD18 4NQ,Bradford District,,Speciality Outlets
Fullers Foods,9470667,429580,433762,Park Square North,Leeds,West Yorkshire,LS1 2NY,Leeds District,,Speciality Outlets
Haywood & Padgett,9470661,436971.1,409770.1,Shawfield Road,Barnsley,South Yorkshire,S71 3HS,Barnsley District,,Takeaways
Eastburn Fisheries,1020020,402098,444431,Main Road,"Eastburn, Keighley",West Yorkshire,BD20 8UA,Bradford District,,Takeaways
G & T's Icecream,1020018,424425,468811,Risplith,Ripon,North Yorkshire,HG4 3EP,Harrogate District,,Takeaways
Regal Food Products,7400524,413868.1,433502.5,Wallis Street,Bradford,West Yorkshire,BD8 9RR,Bradford District,,Speciality Outlets
Salts Village Bakery,9470661,413921.6,437974.8,Victoria Road,Shipley,West Yorkshire,BD18 3LA,Bradford District,,Takeaways
The Allerton,1020043,430064.8,439656.8,Nursery Lane,Leeds,West Yorkshire,LS17 7HW,Leeds District,,Restaurants
Oak House Foods,1020019,398111.6,451305.2,The Sidings Business Park,Skipton,North Yorkshire,BD23 1TB,Craven District,Mouchel Ltd,
A & F Bennett,9470662,394881.4,400413.6,Queens Road,Ashton-under-Lyne,Greater Manchester,OL6 8HE,Tameside District,,Speciality Outlets
Fresh Island Foods,9470669,431881,431530,Severn Road,"Hunslet, Leeds",West Yorkshire,LS10 1BL,Leeds District,,Speciality Outlets
Worldwide Catering Ltd,9470669,388404.2,400907.9,Morton Street,"Failsworth, Manchester",Greater Manchester,M35 0BN,Oldham District,,Speciality Outlets
Wright & Co,7400524,414281,422313,Bramston Street,Brighouse,West Yorkshire,HD6 3AA,Calderdale District,,Speciality Outlets
M S Halal Meat Ltd,9470667,407071.7,441924.8,Sussex Street,Keighley,West Yorkshire,BD21 4AS,Bradford District,,Speciality Outlets
Yorkshire Meat,9470662,415563,433584,City Road,Bradford,West Yorkshire,BD8 8ER,Bradford District,,Speciality Outlets
Park View Stores,9470665,415599.5,465354.6,Bridgehouse Gate,"Pateley Bridge, Harrogate",North Yorkshire,HG3 5HG,Harrogate District,,Speciality Outlets
Prima Continental Bakery,7400524,417252.8,432829,Buck Street,Bradford,West Yorkshire,BD3 9QP,Bradford District,,Speciality Outlets
Mubarak Food Co,7400524,417203.4,432965,Leeds Road,Bradford,West Yorkshire,BD3 9QX,Bradford District,,Speciality Outlets
Love Handmade Cakes,7400524,427691,434209,Lennox Road,Leeds,West Yorkshire,LS4 2BL,Leeds District,,Speciality Outlets
Millers Coffee House & Tea Room,1020013,419069.1,425298.6,Market Street,Cleckheaton,West Yorkshire,BD19 3RT,Kirklees District,,Cafes
Monk Bar Choclatiers Ltd,7400524,460456.4,451895.3,Shambles,York,North Yorkshire,YO1 7LZ,York,,Speciality Outlets
Yorkshire Dales Ice Cream,1020018,403899,454179,Halton East,Skipton,North Yorkshire,BD23 6EU,Craven District,,Takeaways
Angel Cakes,7400524,394559.1,403315.9,Clover Crescent,Oldham,Greater Manchester,OL8 2EZ,Oldham District,,Speciality Outlets
Park Cakes Bakeries Ltd,7400524,392844.9,402995.3,Ashton Road,Oldham,Greater Manchester,OL8 2ND,Oldham District,,Speciality Outlets
The Coffee Lounge,1020013,418983,423790,Clough Lane,Liversedge,West Yorkshire,WF15 8AD,Kirklees District,,Cafes
Istanbul Catering,9470667,430022.7,430369.2,Lockwood Way,Leeds,West Yorkshire,LS11 5TQ,Leeds District,,Speciality Outlets
Sugar & Spice,9470661,392407.1,403640.6,Copster Hill Road,Oldham,Greater Manchester,OL8 1QQ,Oldham District,,Takeaways
Amato Food Products Ltd,9470699,385312.4,397834.4,St. Andrews Square,Manchester,Greater Manchester,M1 2NS,Manchester District,,Convenience Stores
Orton Wholesale Bakeries,7400524,431145.3,434544.9,Dolly Lane,Leeds,West Yorkshire,LS9 7TU,Leeds District,,Speciality Outlets
Craven Bakery,9470661,398884.4,450333.4,Keighley Road,Skipton,North Yorkshire,BD23 2QR,Craven District,,Takeaways
Spuds & Berrys,9470669,469332.4,430303.1,Brackenholme,Selby,North Yorkshire,YO8 6EL,Selby District,,Speciality Outlets
Sugar Flair Cakes,7400524,392406.2,404807.8,George Street,Oldham,Greater Manchester,OL1 1LX,Oldham District,,Speciality Outlets
Mannings,9470661,384050,432663,Curzon Street,Burnley,Lancashire,BB11 1AX,Burnley District,,Takeaways
Hartley's,7400524,411687.6,418393.4,Lidget Street,Huddersfield,West Yorkshire,HD3 3JR,Kirklees District,,Speciality Outlets
Board to Tiers,7400524,426305,428056.8,Queen Street,"Morley, Leeds",West Yorkshire,LS27 8EE,Leeds District,,Speciality Outlets
Cream,9470661,385226.7,398849.6,Poland Street,Manchester,Greater Manchester,M4 6AL,Manchester District,,Takeaways
Chapel Bakery,7400524,392970,398839.2,Katherine Street,Ashton-under-Lyne,Greater Manchester,OL7 0AL,Tameside District,,Speciality Outlets
Briscoe Lane Bakery,9470661,387909.8,400106.8,Briscoe Lane,Manchester,Greater Manchester,M40 2TP,Manchester District,,Takeaways
J Wild Confectioners Ltd,7400524,403411,444859,Station Road,"Steeton, Keighley",West Yorkshire,BD20 6RB,Bradford District,J Wild Confectioners Ltd,Speciality Outlets
Fox's Biscuits,7400524,431468.6,423941.8,Brunel Road,"Wakefield 41 Industrial Estate, Wakefield",West Yorkshire,WF2 0XG,Wakefield District,,Speciality Outlets
Hill Top Farm Nurseries,9470669,418870.4,418038.9,Cockley Hill Lane,Huddersfield,West Yorkshire,HD5 0PF,Kirklees District,,Speciality Outlets
Grahame's Poultry,9470662,389028.4,440126.6,Market Street,Colne,Lancashire,BB8 0LJ,Pendle District,,Speciality Outlets
Scrumpdiddleumptious,7400524,434180.5,397891.9,Dowland Avenue,"High Green, Sheffield",South Yorkshire,S35 4DE,Sheffield District,,Speciality Outlets
Fullers Quality Bakers,9470661,477317,412795,High Street,"Crowle, Scunthorpe",Lincolnshire,DN17 4LB,North Lincolnshire,,Takeaways
Thornes Confectionery,7400524,422018.5,423730.8,High Street,Heckmondwike,West Yorkshire,WF16 0AD,Kirklees District,,Speciality Outlets
Dunhills Haribo,7400524,445306.5,421981.9,Front Street,Pontefract,West Yorkshire,WF8 1NJ,Wakefield District,,Speciality Outlets
The Eden Arms,1020043,462287.7,407028,Eden Field Road,"Edenthorpe, Doncaster",South Yorkshire,DN3 2QR,Doncaster District,,Restaurants
Go Local,9470699,456063.8,401123.8,Hall Flat Lane,Doncaster,South Yorkshire,DN4 8PU,Doncaster District,,Convenience Stores
Asda Stores Ltd,9470819,430075,432956,Great Wilson Street,Leeds,West Yorkshire,LS11 5AD,Leeds District,Asda,Supermarkets
Food Market,9470699,488247.9,411697.2,Long Road,Scunthorpe,Lincolnshire,DN15 8HG,North Lincolnshire,,Convenience Stores
Food World Ltd,9470699,393368,399006,Katherine Street,Ashton-under-Lyne,Greater Manchester,OL6 7BA,Tameside District,,Convenience Stores
Finlay Beverages Ltd,9470798,447888.5,412246.1,Dale Lane,"South Elmsall, Pontefract",West Yorkshire,WF9 2XS,Wakefield District,,Cafes
Ringtons Tea Ltd,9470798,422848.1,426997.8,Dark Lane,"Birstall, Batley",West Yorkshire,WF17 9LW,Kirklees District,,Cafes
Cooplands (Doncaster) Ltd,9470661,455391.6,405430.6,Crossland Way,Doncaster,South Yorkshire,DN5 9EX,Doncaster District,Cooplands (Doncaster) Ltd,Takeaways
Marples Chocolate & Sweets,9470663,423977.4,438255.9,Town Street,"Horsforth, Leeds",West Yorkshire,LS18 4AH,Leeds District,,Speciality Outlets
The Co-operative,9470819,416585,425973,Scholes,Cleckheaton,West Yorkshire,BD19 6DA,Kirklees District,The Co-operative,Supermarkets
The Sair Inn,1020034,410003.2,414317.9,Lane Top,"Linthwaite, Huddersfield",West Yorkshire,HD7 5SG,Kirklees District,,Restaurants
