PU_ID,pcd,oseast1m,osnrth1m,msoa01,lat,long,cls_Sup,cls_Tway,cls_ConSt,cls_Spec,mean3_Sup,mean3_Tway,mean5_ConSt,Spec_ct400,mean5_Sup,mean5_Tway,ConSt_ct800,Spec_ct1600,Sup_ct400,Sup_ct800,Sup_ct1000,Sup_ct1600,Sup_ct2000,Tway_ct400,Tway_ct800,Tway_ct1000,Tway_ct1600,Tway_ct2000,mean3_ConSt,ConSt_ct400,ConSt_ct1000,ConSt_ct1600,ConSt_ct2000,mean3_Spec,mean5_Spec,Spec_ct800,Spec_ct1000,Spec_ct2000
226,BD4 9DR,419004,431158,E02002234,53.776413,-1.713113,1.3268708603326782,0.2620877715575452,0.7089464013590872,0.22220524296241537,1.3521525346439323,0.343405871236929,1.0576739043971168,2,1.3521525346439323,0.4918962652425183,1,13,0,0,0,2,2,2,10,20,44,62,0.8159466453074028,0,3,5,8,0.3892648929986199,0.541411379259812,5,7,19
227,BD4 9DS,418997,431177,E02002234,53.776584,-1.713218,1.32690341773619,0.2477579463912308,0.7291947613635195,0.20912142405785833,1.3622265295363845,0.3276043531786179,1.0716360272619825,2,1.3622265295363845,0.4824869342211953,1,13,0,0,0,2,2,2,9,18,44,62,0.8360510239061059,0,3,5,8,0.3802538165739063,0.5336785616885699,5,7,19
228,BD4 9DT,419080,431191,E02002234,53.776707,-1.711958,1.3750490900327885,0.20974508337503409,0.718672387113906,0.16624190205838935,1.3923110516976693,0.32143755631919524,1.0997737336227857,1,1.3923110516976693,0.47799103089729755,1,13,0,0,0,2,2,2,5,18,43,62,0.8324622639954433,0,3,4,8,0.3595439029360333,0.5381546326347082,4,7,19
229,BD4 9DU,419108,431178,E02002234,53.776589,-1.7115340000000001,1.3521556863024315,0.2210022624318584,0.6999407117749331,0.17710553351036726,1.3918628457881772,0.33925083722920174,1.0962199868101237,1,1.3918628457881772,0.48918146514874444,1,13,0,0,0,2,2,2,5,18,43,62,0.81563387314154,0,3,4,8,0.3653631602150692,0.5487499029990471,4,7,19
230,BD4 9DW,419000,431000,E02002234,53.774994,-1.713184,1.2405309347210975,0.41309805131469696,0.5648654707096195,0.37075540454587913,1.2592108249616465,0.4595245865522656,0.9347017548158713,1,1.2592108249616465,0.5184830500524884,3,14,0,0,0,2,2,0,14,28,40,46,0.6663463294278599,0,3,5,8,0.49444311903546956,0.573930361118653,6,9,15
231,BD4 9DX,419096,431224,E02002234,53.777003,-1.711713,1.3992587323293717,0.1753453734776028,0.7474122022017033,0.13152782975474583,1.4177101206763183,0.2968560102176458,1.1303833328676431,1,1.4177101206763183,0.4637249710448842,1,13,0,0,0,2,2,2,5,15,43,63,0.8627235709550777,0,3,4,8,0.3411449938824153,0.5292679321939882,4,7,19
232,BD4 9DY,419168,431213,E02002234,53.776917,-1.710625,1.3632387905279104,0.19574728606036917,0.7253151039375921,0.15479783590217353,1.4315223356502393,0.3331988456250633,1.141349635032075,2,1.4315223356502393,0.48861106690533385,1,13,0,0,0,2,2,2,5,15,43,63,0.8451593328947377,0,3,4,8,0.3496283701985834,0.5522885722333848,4,7,19
233,BD4 9DZ,419005,430975,E02002234,53.774784,-1.713113,1.216452629575028,0.4360963196359263,0.5402342084688825,0.3934444941792649,1.2468640603052639,0.46664983210782257,0.9168358866952302,1,1.2468640603052639,0.5145168102255385,3,14,0,0,0,2,2,0,15,28,40,46,0.6412158268831905,0,3,5,8,0.5121984238818053,0.5804366689091798,6,9,15
234,BD4 9EA,418714,431250,E02002234,53.777251,-1.717508,1.1011117472808971,0.26126126769961294,0.9266353112201153,0.14406942770761602,1.3531742449726778,0.36790544496669314,1.1008678847845463,1,1.3531742449726778,0.47736507593529226,0,14,0,0,0,1,2,1,9,23,43,73,0.9952153043992584,0,1,8,9,0.39320911021748173,0.521633694074266,5,7,22
235,BD4 9EB,418716,431172,E02002234,53.77655,-1.717483,1.0665960247441335,0.3378938442765875,0.8627635829124918,0.22095248357961492,1.3035494323642665,0.4154820617158727,1.047611747044372,1,1.3035494323642665,0.486881182840164,0,14,0,0,0,2,2,1,13,23,44,70,0.937739811808695,0,2,8,9,0.42795800575281134,0.5292535182832788,5,7,20
236,BD4 9ED,418855,431298,E02002234,53.777677,-1.715366,1.2477495261469698,0.27148664792214,0.8962700485902673,0.19770938268074179,1.4094640323484668,0.27818561438146694,1.145057440591757,2,1.4094640323484668,0.43427492560575837,0,14,0,0,0,2,2,3,5,21,45,72,0.9947859633283022,0,2,8,9,0.3456061304784302,0.5051272651399742,4,7,21
237,BD4 9EE,418904,431247,E02002234,53.777217,-1.714625,1.2685664665282563,0.25360007886434105,0.8292611168986522,0.22963529780934275,1.3856832598811093,0.29112978568484643,1.1151484681765464,2,1.3856832598811093,0.45136354590080363,0,14,0,0,0,2,2,3,6,20,45,72,0.9301712170488978,0,2,6,8,0.3760171743410579,0.51192388453249,5,8,20
238,BD4 9EF,418902,431176,E02002234,53.776579,-1.71466,1.2381463079943276,0.3029092273272639,0.766081588344218,0.2719153728643935,1.3400421200421664,0.3422820965912512,1.0579468954619833,2,1.3400421200421664,0.48634883847995003,1,13,0,0,0,2,2,2,10,23,42,65,0.8644300741131974,0,3,5,8,0.4078268382787041,0.5333677867268639,6,7,19
239,BD4 9EG,418811,431345,E02002234,53.778101,-1.716031,1.2328431692636295,0.22493121170707084,0.9579692061856686,0.13851353724455961,1.4333183039299153,0.27528607856979875,1.1686070937740365,2,1.4333183039299153,0.4260062021289108,0,14,0,0,0,1,2,3,8,24,45,72,1.0545710932297825,0,1,8,9,0.32162510976840253,0.5040128779526518,4,8,22
240,BD4 9EH,418989,431351,E02002234,53.778149,-1.713329,1.390967102414714,0.12738916751435342,0.8969085795107549,0.11767144938341813,1.4745620132379793,0.20932825982151917,1.2777048669560864,2,1.4745620132379793,0.4062435699881035,0,13,0,0,0,2,2,3,4,19,44,72,1.006579106717814,0,2,4,9,0.3263288183723917,0.48615573904196174,4,7,22
241,BD4 9EJ,419059,431311,E02002234,53.777787,-1.712269,1.4360868636680664,0.10023971268913334,0.8403005414731088,0.06488890506084788,1.4649391742238262,0.22097309386331584,1.1932791679111312,2,1.4649391742238262,0.4178547901398134,0,13,0,0,0,2,2,2,4,15,44,70,0.954066020506932,0,2,4,8,0.30962200549407853,0.49891750025189735,4,7,20
242,BD4 9EL,419039,431395,E02002234,53.778557,-1.712571,1.455745540951435,0.06676076692189807,0.9266461028893394,0.07849694261561217,1.5174493975360681,0.17907980214309188,1.3148509740395975,2,1.5174493975360681,0.38112573166192254,0,13,0,0,0,2,2,2,4,14,44,73,1.040077475147244,0,1,4,9,0.31504332237179467,0.46887834366525044,4,7,23
243,BD4 9EN,418974,431375,E02002234,53.778365,-1.713555,1.3890745408364473,0.1347664646712972,0.9242391465416296,0.13408493576832095,1.4876356249745801,0.20568449358189855,1.2832306768709953,2,1.4876356249745801,0.39313297978679973,0,14,0,0,0,2,2,3,4,18,45,72,1.033294529140956,0,1,4,9,0.32088111369742833,0.4788634497236168,4,8,22
244,BD4 9EP,418984,431522,E02002234,53.779686,-1.713395,1.4737855610637494,0.16070158679988197,1.063047035648,0.2070902460281557,1.5956437630640639,0.2225177397761602,1.354579300250819,2,1.5956437630640639,0.35333627459719086,0,16,0,0,0,1,2,4,8,14,54,81,1.1747122521824722,0,0,6,9,0.3144165383973232,0.4525496397457074,5,7,25
245,BD4 9EQ,418736,431125,E02002234,53.776127,-1.717182,1.0653165163461922,0.38799104371107945,0.8135170557523671,0.27085235830614435,1.2780635170759296,0.43877770280719425,1.0115023755176946,1,1.2780635170759296,0.4897052465567624,0,15,0,0,0,2,2,1,15,24,44,64,0.8934515028685225,0,3,8,8,0.4353915089062433,0.536130150737921,5,7,20
246,BD4 9ER,419057,431441,E02002234,53.778955,-1.712292,1.4936968501004435,0.05333854141237835,0.9678331467768605,0.09919158230415367,1.5546084451056834,0.17628595141061143,1.342773240537286,2,1.5546084451056834,0.3658669230257236,0,13,0,0,0,1,2,2,4,14,44,75,1.082731267769078,0,1,4,9,0.3272161974386275,0.461975663584691,4,6,24
247,BD4 9ES,418942,431434,E02002234,53.778896,-1.714037,1.3910217395856863,0.1622374802565671,0.9901459488378468,0.18253320245915813,1.5220822520702604,0.20985204183297446,1.299185841871813,2,1.5220822520702604,0.36966721876324765,0,14,0,0,0,1,2,3,7,18,45,75,1.0980981366658522,0,1,6,9,0.30532698776151324,0.46553886255582244,4,8,24
248,BD4 9ET,418971,431454,E02002234,53.779075,-1.713596,1.426200154256053,0.13792751719653332,1.0008096722154518,0.16783494868470716,1.5429569925056112,0.20262384362423966,1.3179198898596531,2,1.5429569925056112,0.36266112556670654,0,14,0,0,0,1,2,3,8,14,45,77,1.110868929713697,0,0,6,9,0.30854798932894456,0.45979964108720833,5,7,24
249,BD4 9EU,418856,431460,E02002234,53.779133,-1.715341,1.332992978226064,0.20901925748602815,1.0439851531511355,0.18940960904874915,1.52336010136413,0.2395240560251757,1.284965156115808,2,1.52336010136413,0.3677729617240742,0,17,0,0,0,1,2,3,8,18,48,78,1.1468703697336127,0,0,7,9,0.29398047213344164,0.4702216537678795,5,9,24
250,BD4 9EW,419125,431437,E02002234,53.778917,-1.71126,1.5513882428328458,0.0318276609256791,0.9528425893084335,0.08394146770223088,1.5702167768517477,0.18398367717370429,1.367964607902637,1,1.5702167768517477,0.381768542565817,0,13,0,0,0,2,2,2,4,10,44,73,1.0712649695103158,0,1,4,8,0.3225877297027813,0.4725086650730238,4,5,23
251,BD4 9EX,419040,431560,E02002234,53.780025,-1.712542,1.5414579721808799,0.1590125781188394,1.0878754524301024,0.2154520132187361,1.6372676465090044,0.23389993901026715,1.3937435040826085,2,1.6372676465090044,0.35823410564997443,0,15,0,0,0,1,2,4,8,13,58,84,1.2028220010669584,0,0,4,9,0.33940727626088263,0.4561067158875521,5,7,25
252,BD4 9EY,419078,431473,E02002234,53.779242000000004,-1.711971,1.527814674625161,0.06407807737440317,0.9954506517150914,0.12131928948029723,1.5830898566573235,0.19035379238938568,1.366026561101206,1,1.5830898566573235,0.365116894393395,0,13,0,0,0,1,2,2,5,14,44,74,1.1117032195103322,0,1,4,9,0.34033262015264393,0.46193034027836244,5,6,25
253,BD4 9HB,419145,431502,E02002234,53.7795,-1.710953,1.6003463625103118,0.09750897394599124,1.0151374291198212,0.15183599704947648,1.6226222678252609,0.22610857086429814,1.4075825974195844,1,1.6226222678252609,0.391761356443419,0,13,0,0,0,0,2,2,5,14,44,75,1.1347156926306339,0,0,4,9,0.35833730488582055,0.47605434374804934,5,6,25
254,BD4 9HD,419132,431638,E02002234,53.780723,-1.711142,1.6613124570651931,0.22586943130932968,1.151755616439529,0.2840379728135208,1.720138802841953,0.2744011300701923,1.470716558688825,1,1.720138802841953,0.3959767147212307,0,15,0,0,0,0,2,3,8,15,59,85,1.271159510070099,0,0,3,8,0.4063300460500804,0.4822020288097854,5,7,25
255,BD4 9HE,419183,431644,E02002234,53.780775,-1.710367,1.7070741284431643,0.24351591323771843,1.1537764081484765,0.2988313403912264,1.7391828737865573,0.2968886859723786,1.4961581177186414,1,1.7391828737865573,0.42340936082311004,0,14,0,0,0,0,2,3,8,14,57,84,1.2751029196825077,0,0,3,8,0.4195471140006697,0.49988068605974834,5,7,25
256,BD4 9HG,419119,431788,E02002234,53.782072,-1.71133,1.7396026212902744,0.2593819770146165,1.3023056476879764,0.3441772799009255,1.8332495448539088,0.3409697041714929,1.5133888108817999,1,1.8332495448539088,0.4180895277614415,0,17,0,0,0,0,2,3,13,17,56,88,1.4216006700733557,0,0,3,8,0.43273947161568305,0.5082023449516436,7,7,29
257,BD4 9HH,419155,431762,E02002234,53.781837,-1.710785,1.752166795713237,0.3029485269810908,1.273327923199676,0.385914498302409,1.822356350022113,0.34032397936694564,1.512567297449579,1,1.822356350022113,0.4297381594811883,0,17,0,0,0,0,2,3,13,17,60,87,1.3938222115528414,0,0,3,8,0.45270014599032343,0.5137492118286312,6,7,27
258,BD4 9HJ,419251,431689,E02002234,53.781177,-1.709333,1.7886150731781245,0.3122963336320169,1.1970066833564466,0.3637864346014324,1.7940609750376186,0.352608311178074,1.5514788006571378,1,1.7940609750376186,0.4724858304393408,0,14,0,0,0,0,2,2,6,14,56,84,1.3205299340700964,0,0,3,8,0.4519183835491092,0.5356037331335639,5,7,25
259,BD4 9HL,419196,431529,E02002234,53.779741,-1.710177,1.6567739737212193,0.14789861392183498,1.0382533409529682,0.19553406352861452,1.6573979759313193,0.26201627117944604,1.4433726701308958,1,1.6573979759313193,0.42300344986347993,0,13,0,0,0,0,2,2,5,13,43,78,1.1599697527619008,0,0,3,8,0.38193947031070113,0.49335532492769324,5,6,25
260,BD4 9HN,419107,431399,E02002234,53.778576,-1.711536,1.5178278822053521,0,0.9177412489367578,0.043901822285664444,1.5383786612792854,0.1609349573074225,1.3428934760405764,1,1.5383786612792854,0.37919460751577583,0,13,0,0,0,2,2,2,4,10,44,73,1.0350539173959017,0,1,4,8,0.30444045308966694,0.47170938930463824,4,5,23
261,BD4 9LB,418820,431167,E02002234,53.776501,-1.715905,1.159074837963445,0.3690433578863058,0.7987202263621473,0.2633040068058213,1.318164523818798,0.37371263415685657,1.0449301824752084,2,1.318164523818798,0.4843299796249928,1,14,0,0,0,2,2,3,14,24,43,67,0.8890347025081367,0,3,8,8,0.42835756485644805,0.5391199391767183,6,7,20
262,BD4 9PY,418686,430612,E02002234,53.771533,-1.717975,0.9346202865335077,0.19913939841224637,0.5731710041514662,0.24416592718886884,1.04827679463325,0.21938724165266066,0.7153727119737222,2,1.04827679463325,0.23065672487620759,3,11,0,0,1,2,2,9,24,28,34,44,0.5836473266787189,0,5,5,8,0.3299959656229602,0.4858535470708605,6,8,16
263,BD4 9SA,419235,430506,E02002234,53.77056,-1.709652,0.6970007173597457,0.013341664064126334,0.018439088914585774,0.2999661647586019,1.0946856707840378,0.19499563294518338,0.6526992953608658,3,1.0946856707840378,0.23582492916076048,3,11,0,1,1,2,2,12,18,23,30,40,0.14215571139337924,3,3,5,8,0.3386356888571406,0.4669868472577684,6,8,15
264,BD4 9SH,418866,430978,E02002234,53.774801,-1.715218,1.1424558984923578,0.48509998969284673,0.6175410917501766,0.44731730348821885,1.2189163388287003,0.5089447659696607,0.9056701363281688,0,1.2189163388287003,0.5280550363578096,3,14,0,0,0,2,2,0,18,28,42,46,0.7015038437808025,0,3,5,8,0.4884656253324045,0.5561064069506456,6,9,16
265,BD4 9SN,418612,430950,E02002234,53.774573,-1.719077,0.889685270193896,0.3211790777743781,0.7829361404354764,0.38640522770790775,1.164328041481261,0.3734619035062181,0.8970525192336091,1,1.164328041481261,0.41237212220080705,1,15,0,0,1,2,2,2,16,25,43,47,0.8115319224927892,0,4,8,8,0.41413245863248954,0.5378229042534408,4,7,17
266,BD4 9YJ,418866,430978,E02002234,53.774801,-1.715218,1.1424558984923578,0.48509998969284673,0.6175410917501766,0.44731730348821885,1.2189163388287003,0.5089447659696607,0.9056701363281688,0,1.2189163388287003,0.5280550363578096,3,14,0,0,0,2,2,0,18,28,42,46,0.7015038437808025,0,3,5,8,0.4884656253324045,0.5561064069506456,6,9,16
267,BD4 9YL,418866,430978,E02002234,53.774801,-1.715218,1.1424558984923578,0.48509998969284673,0.6175410917501766,0.44731730348821885,1.2189163388287003,0.5089447659696607,0.9056701363281688,0,1.2189163388287003,0.5280550363578096,3,14,0,0,0,2,2,0,18,28,42,46,0.7015038437808025,0,3,5,8,0.4884656253324045,0.5561064069506456,6,9,16
268,BD4 9YS,418866,430978,E02002234,53.774801,-1.715218,1.1424558984923578,0.48509998969284673,0.6175410917501766,0.44731730348821885,1.2189163388287003,0.5089447659696607,0.9056701363281688,0,1.2189163388287003,0.5280550363578096,3,14,0,0,0,2,2,0,18,28,42,46,0.7015038437808025,0,3,5,8,0.4884656253324045,0.5561064069506456,6,9,16
269,BD4 9YT,418866,430978,E02002234,53.774801,-1.715218,1.1424558984923578,0.48509998969284673,0.6175410917501766,0.44731730348821885,1.2189163388287003,0.5089447659696607,0.9056701363281688,0,1.2189163388287003,0.5280550363578096,3,14,0,0,0,2,2,0,18,28,42,46,0.7015038437808025,0,3,5,8,0.4884656253324045,0.5561064069506456,6,9,16
